Academic license - for non-commercial use only
#states     factor     time      
       125     0.3200     0.0189
       125     0.3300     0.0223
       125     0.3400     0.0219
       125     0.3500     0.0213
       125     0.3600     0.0215
       125     0.3700     0.0196
       125     0.3800     0.0205
       125     0.3900     0.0216
       125     0.4000     0.0193
       125     0.4100     0.0242
       125     0.4200     0.0200
       125     0.4300     0.0193
       125     0.4400     0.0206
       125     0.4500     0.0247
       125     0.4600     0.0323
       125     0.4700     0.0273
       125     0.4800     0.0271
       125     0.4900     0.0334
       125     0.5000     0.0319
       125     0.5100     0.0221
       125     0.5200     0.0257
       125     0.5300     0.0342
       125     0.5400     0.0336
       125     0.5500     0.0308
       125     0.5600     0.0278
       125     0.5700     0.0264
       125     0.5800     0.0218
       125     0.5900     0.0223
       125     0.6000     0.0229
       125     0.6100     0.0219
       125     0.6200     0.0250
       125     0.6300     0.0249
       125     0.6400     0.0305
       125     0.6500     0.0239
       125     0.6600     0.0258
       125     0.6700     0.0231
       125     0.6800     0.0209
       125     0.6900     0.0239
       125     0.7000     0.0202
       125     0.7100     0.0218
       125     0.7200     0.0205
       125     0.7300     0.0200
       125     0.7400     0.0215
       125     0.7500     0.0227
       125     0.7600     0.0532
       125     0.7700     0.0288
       125     0.7800     0.0195
       125     0.7900     0.0210
       125     0.8000     0.0216
       125     0.8100     0.0192
       125     0.8200     0.0206
       125     0.8300     0.0195
       125     0.8400     0.0204
       125     0.8500     0.0207
       125     0.8600     0.0206
       125     0.8700     0.0172
       125     0.8800     0.0213
       125     0.8900     0.0229
       125     0.9000     0.0224
       125     0.9100     0.0205
       125     0.9200     0.0181
       125     0.9300     0.0206
       125     0.9400     0.0207
       125     0.9500     0.0222
       125     0.9600     0.0224
       125     0.9700     0.0203
       125     0.9800     0.0210
       125     0.9900    -1.0000
       125     1.0000     0.0243
       130    -0.9900     0.0226
       130    -0.9800     0.0244
       130    -0.9700     0.0234
       130    -0.9600     0.0254
       130    -0.9500     0.0249
       130    -0.9400     0.0251
       130    -0.9300     0.0235
       130    -0.9200     0.0219
       130    -0.9100     0.0208
       130    -0.9000     0.0206
       130    -0.8900     0.0191
       130    -0.8800     0.0196
       130    -0.8700     0.0300
       130    -0.8600     0.0240
       130    -0.8500     0.0233
       130    -0.8400     0.0216
       130    -0.8300     0.0212
       130    -0.8200     0.0210
       130    -0.8100     0.0233
       130    -0.8000     0.0232
       130    -0.7900     0.0227
       130    -0.7800     0.0287
       130    -0.7700     0.0214
       130    -0.7600     0.0220
       130    -0.7500     0.0241
       130    -0.7400     0.0235
       130    -0.7300     0.0233
       130    -0.7200     0.0218
       130    -0.7100     0.0207
       130    -0.7000     0.0198
       130    -0.6900     0.0199
       130    -0.6800     0.0197
       130    -0.6700     0.0209
       130    -0.6600     0.0347
       130    -0.6500     0.0211
       130    -0.6400     0.0214
       130    -0.6300     0.0193
       130    -0.6200     0.0220
       130    -0.6100     0.0263
       130    -0.6000     0.0212
       130    -0.5900     0.0194
       130    -0.5800     0.0230
       130    -0.5700     0.0200
       130    -0.5600     0.0211
       130    -0.5500     0.0194
       130    -0.5400     0.0207
       130    -0.5300     0.0213
       130    -0.5200     0.0239
       130    -0.5100     0.0188
       130    -0.5000     0.0192
       130    -0.4900     0.0197
       130    -0.4800     0.0189
       130    -0.4700     0.0188
       130    -0.4600     0.0201
       130    -0.4500     0.0186
       130    -0.4400     0.0187
       130    -0.4300     0.0186
       130    -0.4200     0.0217
       130    -0.4100     0.0206
       130    -0.4000     0.0197
       130    -0.3900     0.0211
       130    -0.3800     0.0202
       130    -0.3700     0.0251
       130    -0.3600     0.0221
       130    -0.3500     0.0215
       130    -0.3400     0.0214
       130    -0.3300     0.0241
       130    -0.3200     0.0204
       130    -0.3100     0.0235
       130    -0.3000     0.0221
       130    -0.2900     0.0240
       130    -0.2800     0.0279
       130    -0.2700     0.0216
       130    -0.2600     0.0208
       130    -0.2500     0.0216
       130    -0.2400     0.0216
       130    -0.2300     0.0213
       130    -0.2200     0.0217
       130    -0.2100     0.0261
       130    -0.2000     0.0220
       130    -0.1900     0.0231
       130    -0.1800     0.0215
       130    -0.1700     0.0215
       130    -0.1600     0.0230
       130    -0.1500     0.0205
       130    -0.1400     0.0194
       130    -0.1300     0.0262
       130    -0.1200     0.0233
       130    -0.1100     0.0259
       130    -0.1000     0.0255
       130    -0.0900     0.0208
       130    -0.0800     0.0207
       130    -0.0700     0.0208
       130    -0.0600     0.0215
       130    -0.0500     0.0224
       130    -0.0400     0.0236
       130    -0.0300     0.0224
       130    -0.0200     0.0246
       130    -0.0100     0.0223
       130     0.0000     0.0185
       130     0.0100     0.0268
       130     0.0200     0.0246
       130     0.0300     0.0219
       130     0.0400     0.0234
       130     0.0500     0.0238
       130     0.0600     0.0256
       130     0.0700     0.0296
       130     0.0800     0.0257
       130     0.0900     0.0283
       130     0.1000     0.0263
       130     0.1100     0.0235
       130     0.1200     0.0238
       130     0.1300     0.0247
       130     0.1400     0.0229
       130     0.1500     0.0240
       130     0.1600     0.0214
       130     0.1700     0.0221
       130     0.1800     0.0324
       130     0.1900     0.0244
       130     0.2000     0.0212
       130     0.2100     0.0216
       130     0.2200     0.0273
       130     0.2300     0.0223
       130     0.2400     0.0248
       130     0.2500     0.0247
       130     0.2600     0.0228
       130     0.2700     0.0225
       130     0.2800     0.0327
       130     0.2900     0.0268
       130     0.3000     0.0330
       130     0.3100     0.0280
       130     0.3200     0.0339
       130     0.3300     0.0285
       130     0.3400     0.0342
       130     0.3500     0.0322
       130     0.3600     0.0278
       130     0.3700     0.0333
       130     0.3800     0.0237
       130     0.3900     0.0240
       130     0.4000     0.0241
       130     0.4100     0.0256
       130     0.4200     0.0265
       130     0.4300     0.0250
       130     0.4400     0.0213
       130     0.4500     0.0207
       130     0.4600     0.0494
       130     0.4700     0.0207
       130     0.4800     0.0212
       130     0.4900     0.0314
       130     0.5000     0.0197
       130     0.5100     0.0215
       130     0.5200     0.0202
       130     0.5300     0.0201
       130     0.5400     0.0208
       130     0.5500     0.0253
       130     0.5600     0.0198
       130     0.5700     0.0208
       130     0.5800     0.0216
       130     0.5900     0.0208
       130     0.6000     0.0243
       130     0.6100     0.0246
       130     0.6200     0.0202
       130     0.6300     0.0199
       130     0.6400     0.0197
       130     0.6500     0.0198
       130     0.6600     0.0238
       130     0.6700     0.0203
       130     0.6800     0.0207
       130     0.6900     0.0229
       130     0.7000     0.0223
       130     0.7100     0.0213
       130     0.7200     0.0272
       130     0.7300     0.0210
       130     0.7400     0.0217
       130     0.7500     0.0217
       130     0.7600     0.0218
       130     0.7700     0.0230
       130     0.7800     0.0237
       130     0.7900     0.0245
       130     0.8000     0.0232
       130     0.8100     0.0218
       130     0.8200     0.0221
       130     0.8300     0.0215
       130     0.8400     0.0226
       130     0.8500     0.0255
       130     0.8600     0.0303
       130     0.8700     0.0226
       130     0.8800     0.0233
       130     0.8900     0.0220
       130     0.9000     0.0215
       130     0.9100     0.0204
       130     0.9200     0.0218
       130     0.9300    -1.0000
       130     0.9400     0.0200
       130     0.9500     0.0206
       130     0.9600     0.0251
       130     0.9700     0.0238
       130     0.9800     0.0212
       130     0.9900    -1.0000
       130     1.0000     0.0225
       135    -0.9900     0.0212
       135    -0.9800     0.0222
       135    -0.9700     0.0225
       135    -0.9600     0.0208
       135    -0.9500     0.0259
       135    -0.9400     0.0203
       135    -0.9300     0.0200
       135    -0.9200     0.0221
       135    -0.9100     0.0220
       135    -0.9000     0.0219
       135    -0.8900     0.0207
       135    -0.8800     0.0205
       135    -0.8700     0.0209
       135    -0.8600     0.0212
       135    -0.8500     0.0212
       135    -0.8400     0.0214
       135    -0.8300     0.0221
       135    -0.8200     0.0199
       135    -0.8100     0.0205
       135    -0.8000     0.0209
       135    -0.7900     0.0203
       135    -0.7800     0.0208
       135    -0.7700     0.0202
       135    -0.7600     0.0216
       135    -0.7500     0.0198
       135    -0.7400     0.0206
       135    -0.7300     0.0204
       135    -0.7200     0.0231
       135    -0.7100     0.0205
       135    -0.7000     0.0199
       135    -0.6900     0.0196
       135    -0.6800     0.0218
       135    -0.6700     0.0208
       135    -0.6600     0.0218
       135    -0.6500     0.0214
       135    -0.6400     0.0200
       135    -0.6300     0.0204
       135    -0.6200     0.0263
       135    -0.6100     0.0201
       135    -0.6000     0.0213
       135    -0.5900     0.0207
       135    -0.5800     0.0210
       135    -0.5700     0.0207
       135    -0.5600     0.0234
       135    -0.5500     0.0206
       135    -0.5400     0.0205
       135    -0.5300     0.0213
       135    -0.5200     0.0198
       135    -0.5100     0.0217
       135    -0.5000     0.0235
       135    -0.4900     0.0218
       135    -0.4800     0.0228
       135    -0.4700     0.0208
       135    -0.4600     0.0206
       135    -0.4500     0.0252
       135    -0.4400     0.0229
       135    -0.4300     0.0207
       135    -0.4200     0.0225
       135    -0.4100     0.0218
       135    -0.4000     0.0221
       135    -0.3900     0.0204
       135    -0.3800     0.0242
       135    -0.3700     0.0203
       135    -0.3600     0.0220
       135    -0.3500     0.0229
       135    -0.3400     0.0247
       135    -0.3300     0.0265
       135    -0.3200     0.0214
       135    -0.3100     0.0225
       135    -0.3000     0.0198
       135    -0.2900     0.0228
       135    -0.2800     0.0228
       135    -0.2700     0.0222
       135    -0.2600     0.0234
       135    -0.2500     0.0208
       135    -0.2400     0.0226
       135    -0.2300     0.0215
       135    -0.2200     0.0210
       135    -0.2100     0.0232
       135    -0.2000     0.0224
       135    -0.1900     0.0233
